>XM_023605096.1 Rhizopus microsporus ATCC 52813 serine protease (RHIMIDRAFT_10000), mRNA
>XM_023612054.1 Rhizopus microsporus ATCC 52813 ribosomal protein S1 (RHIMIDRAFT_268168), partial mRNA
>XM_023612055.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268173), mRNA
>XM_023612056.1 Rhizopus microsporus ATCC 52813 ras GEF (RHIMIDRAFT_268176), mRNA
>XM_023612057.1 Rhizopus microsporus ATCC 52813 isochorismatase hydrolase (RHIMIDRAFT_268185), mRNA
>XM_023612058.1 Rhizopus microsporus ATCC 52813 rRNA-processing protein SOF1 (RHIMIDRAFT_268187), mRNA
>XM_023612059.1 Rhizopus microsporus ATCC 52813 isochorismatase hydrolase (RHIMIDRAFT_268192), mRNA
>XM_023612060.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268194), mRNA
>XM_023612061.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268196), mRNA
>XM_023612062.1 Rhizopus microsporus ATCC 52813 Sm-like ribonucleoprotein (RHIMIDRAFT_26825), mRNA
>XM_023612063.1 Rhizopus microsporus ATCC 52813 glucosamine-6-phosphate isomerase 2-like protein (RHIMIDRAFT_268289), mRNA
>XM_023612064.1 Rhizopus microsporus ATCC 52813 P-loop containing nucleoside triphosphate hydrolase protein (RHIMIDRAFT_268301), mRNA
>XM_023612065.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268321), partial mRNA
>XM_023612066.1 Rhizopus microsporus ATCC 52813 p-glyco protein (RHIMIDRAFT_268406), mRNA
>XM_023612067.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268417), mRNA
>XM_023612068.1 Rhizopus microsporus ATCC 52813 molybdenum cofactor biosynthesis protein 1 B (RHIMIDRAFT_268435), mRNA
>XM_023612069.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268441), mRNA
>XM_023612070.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268457), mRNA
>XM_023612071.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268458), mRNA
>XM_023612072.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268461), mRNA
>XM_023612073.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268463), mRNA
>XM_023612074.1 Rhizopus microsporus ATCC 52813 UDP-Glycosyltransferase/glycogen phosphorylase (RHIMIDRAFT_268464), mRNA
>XM_023612075.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268472), mRNA
>XM_023612076.1 Rhizopus microsporus ATCC 52813 PIN domain-like protein (RHIMIDRAFT_268477), mRNA
>XM_023612077.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268478), partial mRNA
>XM_023612078.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268510), mRNA
>XM_023612079.1 Rhizopus microsporus ATCC 52813 sulfate permease (RHIMIDRAFT_268521), mRNA
>XM_023612080.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268545), mRNA
>XM_023612081.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268610), mRNA
>XM_023612082.1 Rhizopus microsporus ATCC 52813 adenine nucleotide alpha hydrolases-like protein (RHIMIDRAFT_268681), mRNA
>XM_023612083.1 Rhizopus microsporus ATCC 52813 kinase-like protein (RHIMIDRAFT_268703), mRNA
>XM_023612084.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268826), mRNA
>XM_023612085.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268827), mRNA
>XM_023612086.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268828), mRNA
>XM_023612087.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_268841), mRNA
>XM_023612088.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268857), mRNA
>XM_023612089.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268859), mRNA
>XM_023612090.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268860), mRNA
>XM_023612091.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268868), mRNA
>XM_023612092.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268869), mRNA
>XM_023612093.1 Rhizopus microsporus ATCC 52813 deoxyhypusine hydroxylase/monooxygenase (RHIMIDRAFT_268873), mRNA
>XM_023612094.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268880), mRNA
>XM_023612095.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268889), mRNA
>XM_023612096.1 Rhizopus microsporus ATCC 52813 glycoside hydrolase (RHIMIDRAFT_268892), mRNA
>XM_023612097.1 Rhizopus microsporus ATCC 52813 histone deacetylase (RHIMIDRAFT_268896), mRNA
>XM_023612098.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268905), mRNA
>XM_023612099.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268909), mRNA
>XM_023612100.1 Rhizopus microsporus ATCC 52813 AMP-dependent synthetase and ligase (RHIMIDRAFT_268974), mRNA
>XM_023612101.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268979), mRNA
>XM_023612102.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_268986), partial mRNA
>XM_023612103.1 Rhizopus microsporus ATCC 52813 RNA-binding domain-containing protein (RHIMIDRAFT_269007), mRNA
>XM_023612104.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269054), mRNA
>XM_023612105.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269060), mRNA
>XM_023612106.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269065), mRNA
>XM_023612107.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269070), partial mRNA
>XM_023612108.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269084), mRNA
>XM_023612109.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269090), mRNA
>XM_023612110.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269154), mRNA
>XM_023612111.1 Rhizopus microsporus ATCC 52813 glycoside hydrolase (RHIMIDRAFT_269160), mRNA
>XM_023612112.1 Rhizopus microsporus ATCC 52813 kinase-like protein (RHIMIDRAFT_269162), mRNA
>XM_023612113.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269163), mRNA
>XM_023612114.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269164), mRNA
>XM_023612115.1 Rhizopus microsporus ATCC 52813 APG6-domain-containing protein (RHIMIDRAFT_269175), mRNA
>XM_023612116.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269178), partial mRNA
>XM_023612117.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269218), mRNA
>XM_023612118.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269221), mRNA
>XM_023612119.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269227), mRNA
>XM_023612120.1 Rhizopus microsporus ATCC 52813 syntaxin 5 (RHIMIDRAFT_269247), mRNA
>XM_023612121.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269262), mRNA
>XM_023612122.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269273), mRNA
>XM_023612123.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269289), mRNA
>XM_023612124.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269295), mRNA
>XM_023612125.1 Rhizopus microsporus ATCC 52813 HCP-like protein (RHIMIDRAFT_269298), mRNA
>XM_023612126.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269309), mRNA
>XM_023612127.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269312), mRNA
>XM_023612128.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269322), mRNA
>XM_023612129.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269332), mRNA
>XM_023612130.1 Rhizopus microsporus ATCC 52813 adenylate kinase (RHIMIDRAFT_269352), mRNA
>XM_023612131.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269400), mRNA
>XM_023612132.1 Rhizopus microsporus ATCC 52813 ATP-binding cassette transporter 1 (RHIMIDRAFT_269402), mRNA
>XM_023612133.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269404), mRNA
>XM_023612134.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269407), mRNA
>XM_023612135.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269409), mRNA
>XM_023612136.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269420), mRNA
>XM_023612137.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269471), mRNA
>XM_023612138.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269512), mRNA
>XM_023612139.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_269552), mRNA
>XM_023612140.1 Rhizopus microsporus ATCC 52813 GTPase of the Ypt/Rab family (RHIMIDRAFT_269558), mRNA
>XM_023612141.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269562), mRNA
>XM_023612142.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269580), mRNA
>XM_023612143.1 Rhizopus microsporus ATCC 52813 ricin B-like lectin (RHIMIDRAFT_269614), mRNA
>XM_023612144.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269654), mRNA
>XM_023612145.1 Rhizopus microsporus ATCC 52813 DUF1212-domain-containing protein (RHIMIDRAFT_269683), mRNA
>XM_023612146.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269728), mRNA
>XM_023612147.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269746), mRNA
>XM_023612148.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269748), mRNA
>XM_023612149.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269749), mRNA
>XM_023612150.1 Rhizopus microsporus ATCC 52813 chromatin associated protein KTI12 (RHIMIDRAFT_269776), mRNA
>XM_023612151.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269787), mRNA
>XM_023612152.1 Rhizopus microsporus ATCC 52813 histone-fold-containing protein (RHIMIDRAFT_269788), mRNA
>XM_023612153.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269802), mRNA
>XM_023612154.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269845), mRNA
>XM_023612155.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269848), mRNA
>XM_023612156.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269850), mRNA
>XM_023612157.1 Rhizopus microsporus ATCC 52813 amino acid transporter (RHIMIDRAFT_269924), mRNA
>XM_023612158.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_26993), mRNA
>XM_023612159.1 Rhizopus microsporus ATCC 52813 phospholipase D/nuclease (RHIMIDRAFT_269976), mRNA
>XM_023612160.1 Rhizopus microsporus ATCC 52813 zf-DHHC-domain-containing protein (RHIMIDRAFT_269990), mRNA
>XM_023612161.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_269994), mRNA
>XM_023612162.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270036), mRNA
>XM_023612163.1 Rhizopus microsporus ATCC 52813 GINS complex, Psf3 component (RHIMIDRAFT_270042), mRNA
>XM_023612164.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270055), mRNA
>XM_023612165.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270060), mRNA
>XM_023612166.1 Rhizopus microsporus ATCC 52813 SAPS-domain-containing protein (RHIMIDRAFT_270063), mRNA
>XM_023612167.1 Rhizopus microsporus ATCC 52813 SE-domain-containing protein (RHIMIDRAFT_270066), mRNA
>XM_023612168.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270071), mRNA
>XM_023612169.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270074), mRNA
>XM_023612170.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270078), mRNA
>XM_023612171.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270089), mRNA
>XM_023612172.1 Rhizopus microsporus ATCC 52813 C/H/G cyclin (RHIMIDRAFT_270109), mRNA
>XM_023612173.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270137), mRNA
>XM_023612174.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270138), mRNA
>XM_023612175.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270193), mRNA
>XM_023612176.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270199), mRNA
>XM_023612177.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270207), mRNA
>XM_023612178.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270228), mRNA
>XM_023612179.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_27025), mRNA
>XM_023612180.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270260), mRNA
>XM_023612181.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270276), mRNA
>XM_023612182.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270299), mRNA
>XM_023612183.1 Rhizopus microsporus ATCC 52813 histone-binding protein RBBP4-like protein (RHIMIDRAFT_270357), mRNA
>XM_023612184.1 Rhizopus microsporus ATCC 52813 S-adenosyl-L-methionine-dependent methyltransferase (RHIMIDRAFT_270381), mRNA
>XM_023612185.1 Rhizopus microsporus ATCC 52813 UDP-Glycosyltransferase/glycogen phosphorylase (RHIMIDRAFT_270386), mRNA
>XM_023612186.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270391), mRNA
>XM_023612187.1 Rhizopus microsporus ATCC 52813 Prefoldin alpha-like protein (RHIMIDRAFT_270437), mRNA
>XM_023612188.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270472), mRNA
>XM_023612189.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270481), mRNA
>XM_023612190.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270482), mRNA
>XM_023612191.1 Rhizopus microsporus ATCC 52813 Translin (RHIMIDRAFT_270492), mRNA
>XM_023612192.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270505), mRNA
>XM_023612193.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_270519), mRNA
>XM_023612194.1 Rhizopus microsporus ATCC 52813 beta-trefoil (RHIMIDRAFT_270571), mRNA
>XM_023612195.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270617), mRNA
>XM_023612196.1 Rhizopus microsporus ATCC 52813 bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase (RHIMIDRAFT_270618), mRNA
>XM_023612197.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270640), mRNA
>XM_023612198.1 Rhizopus microsporus ATCC 52813 Rho GTPase activation protein (RHIMIDRAFT_270651), mRNA
>XM_023612199.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270657), mRNA
>XM_023612200.1 Rhizopus microsporus ATCC 52813 P-loop containing nucleoside triphosphate hydrolase protein (RHIMIDRAFT_270659), mRNA
>XM_023612201.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270685), mRNA
>XM_023612202.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270688), mRNA
>XM_023612203.1 Rhizopus microsporus ATCC 52813 DUF1212-domain-containing protein (RHIMIDRAFT_270699), mRNA
>XM_023612204.1 Rhizopus microsporus ATCC 52813 SDA1-domain-containing protein (RHIMIDRAFT_270714), mRNA
>XM_023612205.1 Rhizopus microsporus ATCC 52813 Queuine tRNA-ribosyltransferase (RHIMIDRAFT_270715), mRNA
>XM_023612206.1 Rhizopus microsporus ATCC 52813 Fcf1-domain-containing protein (RHIMIDRAFT_270718), mRNA
>XM_023612207.1 Rhizopus microsporus ATCC 52813 PLP-dependent transferase (RHIMIDRAFT_270734), mRNA
>XM_023612208.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270776), mRNA
>XM_023612209.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270785), mRNA
>XM_023612210.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270794), mRNA
>XM_023612211.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270820), mRNA
>XM_023612212.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270827), mRNA
>XM_023612213.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270841), mRNA
>XM_023612214.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270897), mRNA
>XM_023612215.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270899), partial mRNA
>XM_023612216.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270905), mRNA
>XM_023612217.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270914), partial mRNA
>XM_023612218.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270918), mRNA
>XM_023612219.1 Rhizopus microsporus ATCC 52813 Zinc/iron permease (RHIMIDRAFT_270961), mRNA
>XM_023612220.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270967), mRNA
>XM_023612221.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_270984), mRNA
>XM_023612222.1 Rhizopus microsporus ATCC 52813 kinase-like protein (RHIMIDRAFT_270988), mRNA
>XM_023612223.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271012), mRNA
>XM_023612224.1 Rhizopus microsporus ATCC 52813 kinesin-domain-containing protein (RHIMIDRAFT_271026), mRNA
>XM_023612225.1 Rhizopus microsporus ATCC 52813 translation elongation factor G (RHIMIDRAFT_271033), mRNA
>XM_023612226.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271035), mRNA
>XM_023612227.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_271044), mRNA
>XM_023612228.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271046), mRNA
>XM_023612229.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271100), mRNA
>XM_023612230.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271111), mRNA
>XM_023612231.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271136), mRNA
>XM_023612232.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271139), mRNA
>XM_023612233.1 Rhizopus microsporus ATCC 52813 bud site selection-related protein (RHIMIDRAFT_271145), mRNA
>XM_023612234.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271156), mRNA
>XM_023612235.1 Rhizopus microsporus ATCC 52813 Rho GTPase activation protein (RHIMIDRAFT_271167), mRNA
>XM_023612236.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271203), mRNA
>XM_023612237.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271208), mRNA
>XM_023612238.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271210), mRNA
>XM_023612239.1 Rhizopus microsporus ATCC 52813 Non-histone chromosomal protein 6 (RHIMIDRAFT_271212), mRNA
>XM_023612240.1 Rhizopus microsporus ATCC 52813 aldo-keto reductase (RHIMIDRAFT_271223), mRNA
>XM_023612241.1 Rhizopus microsporus ATCC 52813 TLD-domain-containing protein (RHIMIDRAFT_271233), mRNA
>XM_023612242.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271235), mRNA
>XM_023612243.1 Rhizopus microsporus ATCC 52813 calcium-transporting P (RHIMIDRAFT_271240), mRNA
>XM_023612244.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271248), partial mRNA
>XM_023612245.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271249), mRNA
>XM_023612246.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271277), partial mRNA
>XM_023612247.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271286), mRNA
>XM_023612248.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271294), mRNA
>XM_023612249.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271316), mRNA
>XM_023612250.1 Rhizopus microsporus ATCC 52813 MFS general substrate transporter (RHIMIDRAFT_271322), mRNA
>XM_023612251.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271367), mRNA
>XM_023612252.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271470), mRNA
>XM_023612253.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271471), mRNA
>XM_023612254.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271482), mRNA
>XM_023612255.1 Rhizopus microsporus ATCC 52813 amino acid transporter (RHIMIDRAFT_271485), mRNA
>XM_023612256.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271497), mRNA
>XM_023612257.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271506), mRNA
>XM_023612258.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_271513), mRNA
